AMDDevice: opening 0 with target (11, 0, 0) arch gfx1100
opened device AMD from pid:84775
opened device DISK:/home/ubuntu/models/Qwen3-14B-Q4_K_M.gguf from pid:84775
*** AMD        1 copy    8.38 GB,     AMD <- DISK:/h            arg  2 mem   9.00 GB tm   4763.50ms/  4763.50ms (      0 GFLOPS    2|2      GB/s)
opened device PYTHON from pid:84775
scheduled     2 kernels in    12.74 ms | CACHE MISS 6ad19580 |   29292 uops in cache | <frozen runpy>:88
*** AMD      915 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.48us/   200.62ms (      1 GFLOPS    1|2      GB/s)
*** AMD      916 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.48us/   200.63ms (      4 GFLOPS    9|9      GB/s)
*** AMD      917 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      5.08us/   200.64ms (      1 GFLOPS    2|3      GB/s)
*** AMD      918 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.76us/   200.64ms (      6 GFLOPS   16|16     GB/s)
*** AMD      919 r_toks_8_8_16_2_20_2_2_2_32n1                  arg  5 mem  18.05 GB tm    247.12us/   200.89ms (    234 GFLOPS   20|113    GB/s)
*** AMD      920 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      5.64us/   200.90ms (      4 GFLOPS    8|16     GB/s)
*** AMD      921 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      5.84us/   200.90ms (      0 GFLOPS    0|0      GB/s)
*** AMD      922 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.48us/   200.91ms (      0 GFLOPS    0|0      GB/s)
*** AMD      923 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.28us/   200.91ms (      0 GFLOPS    0|0      GB/s)
*** AMD      924 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.48us/   200.92ms (      0 GFLOPS    0|0      GB/s)
*** AMD      925 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      6.00us/   200.92ms (      2 GFLOPS    8|8      GB/s)
*** AMD      926 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    553.32us/   201.48ms (    407 GFLOPS   28|79     GB/s)
*** AMD      927 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.32us/   201.49ms (      1 GFLOPS    1|1      GB/s)
*** AMD      928 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      5.72us/   201.50ms (      8 GFLOPS   11|12     GB/s)
*** AMD      929 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    636.52us/   202.14ms (   1202 GFLOPS   80|234    GB/s)
*** AMD      930 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    635.36us/   202.77ms (   1204 GFLOPS   80|235    GB/s)
*** AMD      931 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  18.05 GB tm   2277.60us/   205.05ms (    431 GFLOPS   33|91     GB/s)
*** AMD      932 r_toks_16_320                                  arg  2 mem  18.05 GB tm     14.24us/   205.06ms (      1 GFLOPS    1|2      GB/s)
*** AMD      933 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  18.05 GB tm      6.64us/   205.07ms (      0 GFLOPS    0|0      GB/s)
*** AMD      934 r_toks_toks                                    arg  1 mem  18.05 GB tm      5.28us/   205.07ms (      0 GFLOPS    0|0      GB/s)
*** AMD      935 E_toks_80_16_4                                 arg  4 mem  18.05 GB tm      5.00us/   205.08ms (      9 GFLOPS   12|13     GB/s)
*** AMD      936 E_toks_(start_pos+toks)                        arg  3 mem  18.05 GB tm      4.92us/   205.08ms (      0 GFLOPS    0|0      GB/s)
*** AMD      937 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  18.05 GB tm    476.60us/   205.56ms (    472 GFLOPS   32|92     GB/s)
*** AMD      938 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    454.76us/   206.02ms (     99 GFLOPS    8|19     GB/s)
*** AMD      939 r_40_toks_16_8                                 arg  2 mem  18.05 GB tm      5.56us/   206.02ms (      4 GFLOPS    4|12     GB/s)
*** AMD      940 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.44us/   206.03ms (      1 GFLOPS    1|2      GB/s)
*** AMD      941 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.44us/   206.03ms (      4 GFLOPS    9|9      GB/s)
*** AMD      942 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      5.04us/   206.04ms (      1 GFLOPS    2|3      GB/s)
*** AMD      943 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.68us/   206.05ms (      6 GFLOPS   16|16     GB/s)
*** AMD      944 r_toks_8_8_16_2_20_2_2_2_32n1                  arg  5 mem  18.05 GB tm    245.24us/   206.29ms (    235 GFLOPS   20|114    GB/s)
*** AMD      945 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      5.60us/   206.30ms (      4 GFLOPS    8|16     GB/s)
*** AMD      946 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      5.88us/   206.30ms (      0 GFLOPS    0|0      GB/s)
*** AMD      947 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.48us/   206.31ms (      0 GFLOPS    0|0      GB/s)
*** AMD      948 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.24us/   206.31ms (      0 GFLOPS    0|0      GB/s)
*** AMD      949 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.16us/   206.32ms (      0 GFLOPS    0|0      GB/s)
*** AMD      950 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      5.72us/   206.32ms (      2 GFLOPS    8|8      GB/s)
*** AMD      951 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    556.84us/   206.88ms (    404 GFLOPS   28|79     GB/s)
*** AMD      952 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.44us/   206.90ms (      1 GFLOPS    1|1      GB/s)
*** AMD      953 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      5.64us/   206.90ms (      8 GFLOPS   11|12     GB/s)
*** AMD      954 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    629.36us/   207.53ms (   1216 GFLOPS   81|237    GB/s)
*** AMD      955 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    634.52us/   208.17ms (   1206 GFLOPS   80|235    GB/s)
*** AMD      956 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  18.05 GB tm   2249.60us/   210.42ms (    436 GFLOPS   34|92     GB/s)
*** AMD      957 r_toks_16_320                                  arg  2 mem  18.05 GB tm     13.92us/   210.43ms (      1 GFLOPS    1|2      GB/s)
*** AMD      958 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  18.05 GB tm      6.40us/   210.44ms (      0 GFLOPS    0|0      GB/s)
*** AMD      959 r_toks_toks                                    arg  1 mem  18.05 GB tm      5.28us/   210.44ms (      0 GFLOPS    0|0      GB/s)
*** AMD      960 E_toks_80_16_4                                 arg  4 mem  18.05 GB tm      5.08us/   210.45ms (      9 GFLOPS   12|13     GB/s)
*** AMD      961 E_toks_(start_pos+toks)                        arg  3 mem  18.05 GB tm      4.92us/   210.45ms (      0 GFLOPS    0|0      GB/s)
*** AMD      962 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  18.05 GB tm    481.44us/   210.93ms (    468 GFLOPS   32|91     GB/s)
*** AMD      963 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    454.20us/   211.39ms (     99 GFLOPS    8|19     GB/s)
*** AMD      964 r_40_toks_16_8                                 arg  2 mem  18.05 GB tm      5.44us/   211.39ms (      4 GFLOPS    4|12     GB/s)
*** AMD      965 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.44us/   211.40ms (      1 GFLOPS    1|2      GB/s)
*** AMD      966 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.52us/   211.40ms (      3 GFLOPS    8|8      GB/s)
*** AMD      967 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      5.12us/   211.41ms (      1 GFLOPS    2|2      GB/s)
*** AMD      968 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.64us/   211.42ms (      6 GFLOPS   16|16     GB/s)
*** AMD      969 r_toks_8_8_16_2_20_2_2_2_32n1                  arg  5 mem  18.05 GB tm    243.88us/   211.66ms (    237 GFLOPS   20|115    GB/s)
*** AMD      970 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      5.72us/   211.67ms (      4 GFLOPS    8|16     GB/s)
*** AMD      971 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      5.88us/   211.67ms (      0 GFLOPS    0|0      GB/s)
*** AMD      972 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.48us/   211.68ms (      0 GFLOPS    0|0      GB/s)
*** AMD      973 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.24us/   211.68ms (      0 GFLOPS    0|0      GB/s)
*** AMD      974 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.12us/   211.69ms (      0 GFLOPS    0|0      GB/s)
*** AMD      975 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      5.84us/   211.69ms (      2 GFLOPS    8|8      GB/s)
*** AMD      976 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    554.80us/   212.25ms (    406 GFLOPS   28|79     GB/s)
*** AMD      977 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.56us/   212.26ms (      1 GFLOPS    1|1      GB/s)
*** AMD      978 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      5.68us/   212.27ms (      8 GFLOPS   11|12     GB/s)
*** AMD      979 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    629.60us/   212.90ms (   1216 GFLOPS   81|237    GB/s)
*** AMD      980 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    634.28us/   213.53ms (   1207 GFLOPS   80|235    GB/s)
*** AMD      981 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  18.05 GB tm   2217.68us/   215.75ms (    443 GFLOPS   34|93     GB/s)
*** AMD      982 r_toks_16_320                                  arg  2 mem  18.05 GB tm     13.96us/   215.77ms (      1 GFLOPS    1|2      GB/s)
*** AMD      983 r_(start_pos+toks)_(start_pos+toks)            arg  1 mem  18.05 GB tm      6.40us/   215.77ms (      0 GFLOPS    0|0      GB/s)
*** AMD      984 r_toks_toks                                    arg  1 mem  18.05 GB tm      5.52us/   215.78ms (      0 GFLOPS    0|0      GB/s)
*** AMD      985 E_toks_80_16_4                                 arg  4 mem  18.05 GB tm      4.96us/   215.78ms (      9 GFLOPS   12|13     GB/s)
*** AMD      986 E_toks_(start_pos+toks)                        arg  3 mem  18.05 GB tm      4.76us/   215.79ms (      0 GFLOPS    0|0      GB/s)
*** AMD      987 r_5_toks_2_8_16_4_20_4_2_32                    arg  3 mem  18.05 GB tm    471.88us/   216.26ms (    477 GFLOPS   33|93     GB/s)
*** AMD      988 r_toks_2_8_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    442.60us/   216.70ms (    102 GFLOPS    8|20     GB/s)
*** AMD      989 r_40_toks_16_8                                 arg  2 mem  18.05 GB tm      5.32us/   216.71ms (      4 GFLOPS    4|13     GB/s)
*** AMD      990 r_8_toks_16_8                                  arg  2 mem  18.05 GB tm      5.28us/   216.71ms (      1 GFLOPS    1|3      GB/s)
*** AMD      991 E_5_toks_2_2_16_4_4                            arg  4 mem  18.05 GB tm      5.32us/   216.72ms (      4 GFLOPS    9|9      GB/s)
*** AMD      992 E_toks_8_2_16_4                                arg  4 mem  18.05 GB tm      4.96us/   216.72ms (      1 GFLOPS    2|3      GB/s)
*** AMD      993 E_5_toks_8_2_16_4n1                            arg  3 mem  18.05 GB tm      7.48us/   216.73ms (      6 GFLOPS   16|16     GB/s)
*** AMD      994 r_toks_8_8_16_2_20_2_2_2_32n1                  arg  5 mem  18.05 GB tm    240.28us/   216.97ms (    240 GFLOPS   21|116    GB/s)
*** AMD      995 r_40_toks_(start_pos+toks)_16_8                arg  4 mem  18.05 GB tm      5.60us/   216.98ms (      4 GFLOPS    8|16     GB/s)
*** AMD      996 r_5_toks_2_4_(start_pos+toks)                  arg  2 mem  18.05 GB tm      5.84us/   216.98ms (      0 GFLOPS    0|0      GB/s)
*** AMD      997 E_5_toks_(start_pos+toks)_2_4                  arg  3 mem  18.05 GB tm      5.44us/   216.99ms (      0 GFLOPS    0|0      GB/s)
*** AMD      998 r_5_toks_2_4_(start_pos+toks)n1                arg  2 mem  18.05 GB tm      6.16us/   216.99ms (      0 GFLOPS    0|0      GB/s)
*** AMD      999 E_5_toks_(start_pos+toks)_2_4n1                arg  3 mem  18.05 GB tm      5.16us/   217.00ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1000 r_5_toks_2_8_16_4_(start_pos+toks)             arg  3 mem  18.05 GB tm      5.72us/   217.00ms (      2 GFLOPS    8|8      GB/s)
*** AMD     1001 r_toks_80_16_4_20_2_2_2_32                     arg  4 mem  18.05 GB tm    561.08us/   217.57ms (    401 GFLOPS   28|78     GB/s)
*** AMD     1002 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     15.60us/   217.58ms (      1 GFLOPS    1|1      GB/s)
*** AMD     1003 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      5.68us/   217.59ms (      8 GFLOPS   11|12     GB/s)
*** AMD     1004 r_toks_272_16_4_20_4_2_32                      arg  3 mem  18.05 GB tm    632.28us/   218.22ms (   1210 GFLOPS   80|236    GB/s)
*** AMD     1005 r_toks_272_16_4_20_4_2_32n1                    arg  4 mem  18.05 GB tm    632.48us/   218.85ms (   1210 GFLOPS   81|236    GB/s)
*** AMD     1006 r_toks_80_16_4_68_2_2_2_32                     arg  4 mem  18.05 GB tm   2248.76us/   221.10ms (    436 GFLOPS   34|92     GB/s)
*** AMD     1007 r_toks_16_320n1                                arg  2 mem  18.05 GB tm     13.68us/   221.11ms (      1 GFLOPS    2|2      GB/s)
*** AMD     1008 E_toks_80_16_4n1                               arg  4 mem  18.05 GB tm      5.04us/   221.12ms (      9 GFLOPS   12|13     GB/s)
*** AMD     1009 r_1187_32_4_20_2_2_2_32                        arg  5 mem  18.05 GB tm   4596.04us/   225.72ms (   1864 GFLOPS  139|393    GB/s)
*** AMD     1010 r_32_4_1187                                    arg  2 mem  18.05 GB tm    150.40us/   225.87ms (      2 GFLOPS    4|4      GB/s)
*** AMD     1011 r_16_8                                         arg  2 mem  18.05 GB tm      4.20us/   225.87ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1012 r_32_4_1187n1                                  arg  3 mem  18.05 GB tm    153.92us/   226.02ms (      4 GFLOPS    4|4      GB/s)
*** AMD     1013 r_16_8n1                                       arg  2 mem  18.05 GB tm      4.28us/   226.03ms (      0 GFLOPS    0|0      GB/s)
456.61 ms,   2.19 tok/s,   19.36 GB/s, 8839/18048 MB  --  !:
jit execs 890 calls
*** AMD        1 E_20_4_2_8_16_2_4_4                            arg  3 mem  18.05 GB tm     13.08us/     0.01ms (    644 GFLOPS  225|225    GB/s)
*** AMD        2 E_2n7                                          arg  1 mem  18.05 GB tm      4.20us/     0.02ms (      0 GFLOPS    0|0      GB/s)
*** AMD        3 r_40_32_4_32_4                                 arg  2 mem  18.05 GB tm      7.24us/     0.02ms (     91 GFLOPS  184|184    GB/s)
*** AMD        4 E_1187_32_4                                    arg  3 mem  18.05 GB tm      8.00us/     0.03ms (   5422 GFLOPS   76|76     GB/s)
*** AMD        5 r_16_320                                       arg  2 mem  18.05 GB tm      8.28us/     0.04ms (      1 GFLOPS    2|3      GB/s)
*** AMD        6 E_40_32_4                                      arg  4 mem  18.05 GB tm      4.64us/     0.05ms (     10 GFLOPS   11|12     GB/s)
*** AMD        7 r_8_32_4_20_4_2_32                             arg  5 mem  18.05 GB tm    465.28us/     0.51ms (    119 GFLOPS    6|30     GB/s)
*** AMD        8 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.05 GB tm     50.44us/     0.56ms (   3287 GFLOPS  293|1852   GB/s)
*** AMD        9 r_8_16_8                                       arg  2 mem  18.05 GB tm      5.08us/     0.57ms (      1 GFLOPS    1|3      GB/s)
*** AMD       10 r_40_16_8                                      arg  2 mem  18.05 GB tm      4.68us/     0.57ms (      5 GFLOPS    4|14     GB/s)
*** AMD       11 r_8_8_16_2_20_2_2_2_32                         arg  9 mem  18.05 GB tm    160.48us/     0.73ms (    621 GFLOPS   27|305    GB/s)
*** AMD       12 E_5_2_2_16_4_4                                 arg  5 mem  18.05 GB tm     10.44us/     0.74ms (     12 GFLOPS    6|12     GB/s)
*** AMD       13 r_40_(start_pos+1)_16_8                        arg  3 mem  18.05 GB tm      6.60us/     0.75ms (      6 GFLOPS   10|26     GB/s)
*** AMD       14 r_5_2_4_(start_pos+1)                          arg  2 mem  18.05 GB tm      5.32us/     0.75ms (      0 GFLOPS    0|0      GB/s)
*** AMD       15 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.05 GB tm      5.92us/     0.76ms (      0 GFLOPS    0|0      GB/s)
*** AMD       16 E_5_(start_pos+1)_2_4                          arg  4 mem  18.05 GB tm      5.08us/     0.76ms (      0 GFLOPS    0|0      GB/s)
*** AMD       17 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.05 GB tm      5.12us/     0.77ms (      4 GFLOPS   12|12     GB/s)
*** AMD       18 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.05 GB tm     51.68us/     0.82ms (   3208 GFLOPS  286|1807   GB/s)
*** AMD       19 r_16_320n1                                     arg  3 mem  18.05 GB tm     10.52us/     0.83ms (      1 GFLOPS    4|4      GB/s)
*** AMD       20 E_40_32_4n1                                    arg  5 mem  18.05 GB tm      4.96us/     0.84ms (     10 GFLOPS   14|15     GB/s)
*** AMD       21 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.05 GB tm    118.92us/     0.96ms (   4740 GFLOPS  423|2671   GB/s)
*** AMD       22 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.05 GB tm    110.44us/     1.07ms (   5104 GFLOPS  455|2876   GB/s)
*** AMD       23 E_136_32_4                                     arg  2 mem  18.05 GB tm      5.80us/     1.07ms (     15 GFLOPS   24|24     GB/s)
*** AMD       24 E_136_32_4n1                                   arg  3 mem  18.05 GB tm      5.40us/     1.08ms (      3 GFLOPS   32|32     GB/s)
*** AMD       25 q6k_gemv_partial_5120_17408_1                  arg  3 mem  18.05 GB tm    406.68us/     1.48ms (   2767 GFLOPS  180|892    GB/s)
*** AMD       26 E_40_32_4n2                                    arg  4 mem  18.05 GB tm      5.08us/     1.49ms (      2 GFLOPS   16|16     GB/s)
*** AMD       27 r_16_320                                       arg  2 mem  18.05 GB tm     10.56us/     1.50ms (      1 GFLOPS    2|2      GB/s)
*** AMD       28 E_40_32_4                                      arg  4 mem  18.05 GB tm      5.08us/     1.50ms (      9 GFLOPS   10|11     GB/s)
*** AMD       29 r_8_32_4_20_4_2_32                             arg  5 mem  18.05 GB tm    572.56us/     2.08ms (     97 GFLOPS    5|24     GB/s)
*** AMD       30 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.05 GB tm     58.88us/     2.14ms (   2816 GFLOPS  251|1586   GB/s)
*** AMD       31 r_8_16_8                                       arg  2 mem  18.05 GB tm      5.72us/     2.14ms (      1 GFLOPS    1|2      GB/s)
*** AMD       32 r_40_16_8                                      arg  2 mem  18.05 GB tm      5.60us/     2.15ms (      4 GFLOPS    4|12     GB/s)
*** AMD       33 r_8_8_16_2_20_2_2_2_32                         arg  9 mem  18.05 GB tm    198.32us/     2.35ms (    503 GFLOPS   22|247    GB/s)
*** AMD       34 E_5_2_2_16_4_4                                 arg  5 mem  18.05 GB tm     11.60us/     2.36ms (     11 GFLOPS    5|11     GB/s)
*** AMD       35 r_40_(start_pos+1)_16_8                        arg  3 mem  18.05 GB tm      7.44us/     2.37ms (      6 GFLOPS    9|23     GB/s)
*** AMD       36 r_5_2_4_(start_pos+1)                          arg  2 mem  18.05 GB tm      5.84us/     2.37ms (      0 GFLOPS    0|0      GB/s)
*** AMD       37 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.05 GB tm      6.40us/     2.38ms (      0 GFLOPS    0|0      GB/s)
*** AMD       38 E_5_(start_pos+1)_2_4                          arg  4 mem  18.05 GB tm      5.96us/     2.38ms (      0 GFLOPS    0|0      GB/s)
*** AMD       39 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.05 GB tm      5.76us/     2.39ms (      4 GFLOPS   11|11     GB/s)
*** AMD       40 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.05 GB tm     58.40us/     2.45ms (   2839 GFLOPS  253|1599   GB/s)
*** AMD       41 r_16_320n1                                     arg  3 mem  18.05 GB tm     11.56us/     2.46ms (      1 GFLOPS    4|4      GB/s)
*** AMD       42 E_40_32_4n1                                    arg  5 mem  18.05 GB tm      5.68us/     2.46ms (      9 GFLOPS   13|14     GB/s)
*** AMD       43 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.05 GB tm    132.00us/     2.60ms (   4270 GFLOPS  381|2406   GB/s)
*** AMD       44 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.05 GB tm    132.48us/     2.73ms (   4255 GFLOPS  380|2397   GB/s)
*** AMD       45 E_136_32_4                                     arg  2 mem  18.05 GB tm      6.36us/     2.74ms (     14 GFLOPS   22|22     GB/s)
*** AMD       46 E_136_32_4n1                                   arg  3 mem  18.05 GB tm      5.56us/     2.74ms (      3 GFLOPS   31|31     GB/s)
*** AMD       47 q6k_gemv_partial_5120_17408_1                  arg  3 mem  18.05 GB tm    469.52us/     3.21ms (   2397 GFLOPS  156|773    GB/s)
*** AMD       48 E_40_32_4n2                                    arg  4 mem  18.05 GB tm      5.92us/     3.22ms (      2 GFLOPS   14|14     GB/s)
*** AMD       49 r_16_320                                       arg  2 mem  18.05 GB tm     11.92us/     3.23ms (      1 GFLOPS    2|2      GB/s)
*** AMD       50 E_40_32_4                                      arg  4 mem  18.05 GB tm      6.04us/     3.23ms (      8 GFLOPS    8|9      GB/s)
*** AMD       51 r_8_32_4_20_4_2_32                             arg  5 mem  18.05 GB tm    653.04us/     3.89ms (     85 GFLOPS    5|21     GB/s)
*** AMD       52 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.05 GB tm     65.24us/     3.95ms (   2541 GFLOPS  227|1432   GB/s)
*** AMD       53 r_8_16_8                                       arg  2 mem  18.05 GB tm      6.24us/     3.96ms (      1 GFLOPS    1|2      GB/s)
*** AMD       54 r_40_16_8                                      arg  2 mem  18.05 GB tm      6.28us/     3.97ms (      4 GFLOPS    3|11     GB/s)
*** AMD       55 r_8_8_16_2_20_2_2_2_32                         arg  9 mem  18.05 GB tm    220.28us/     4.19ms (    453 GFLOPS   20|222    GB/s)
*** AMD       56 E_5_2_2_16_4_4                                 arg  5 mem  18.05 GB tm     12.76us/     4.20ms (     10 GFLOPS    5|10     GB/s)
*** AMD       57 r_40_(start_pos+1)_16_8                        arg  3 mem  18.05 GB tm      8.44us/     4.21ms (      5 GFLOPS    8|21     GB/s)
*** AMD       58 r_5_2_4_(start_pos+1)                          arg  2 mem  18.05 GB tm      6.52us/     4.21ms (      0 GFLOPS    0|0      GB/s)
*** AMD       59 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.05 GB tm      7.40us/     4.22ms (      0 GFLOPS    0|0      GB/s)
*** AMD       60 E_5_(start_pos+1)_2_4                          arg  4 mem  18.05 GB tm      6.60us/     4.23ms (      0 GFLOPS    0|0      GB/s)
*** AMD       61 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.05 GB tm      6.60us/     4.23ms (      3 GFLOPS    9|9      GB/s)
*** AMD       62 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.05 GB tm     64.04us/     4.30ms (   2589 GFLOPS  231|1459   GB/s)
*** AMD       63 r_16_320n1                                     arg  3 mem  18.05 GB tm     12.68us/     4.31ms (      1 GFLOPS    3|3      GB/s)
*** AMD       64 E_40_32_4n1                                    arg  5 mem  18.05 GB tm      6.12us/     4.32ms (      8 GFLOPS   12|13     GB/s)
*** AMD       65 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.05 GB tm    144.24us/     4.46ms (   3908 GFLOPS  349|2202   GB/s)
*** AMD       66 q4k_gemv_partial_17408_5120_1                  arg  3 mem  18.05 GB tm    143.64us/     4.60ms (   3924 GFLOPS  350|2211   GB/s)
*** AMD       67 E_136_32_4                                     arg  2 mem  18.05 GB tm      6.84us/     4.61ms (     13 GFLOPS   20|20     GB/s)
*** AMD       68 E_136_32_4n1                                   arg  3 mem  18.05 GB tm      5.96us/     4.62ms (      3 GFLOPS   29|29     GB/s)
*** AMD       69 q6k_gemv_partial_5120_17408_1                  arg  3 mem  18.05 GB tm    487.00us/     5.10ms (   2311 GFLOPS  150|745    GB/s)
*** AMD       70 E_40_32_4n2                                    arg  4 mem  18.05 GB tm      6.12us/     5.11ms (      2 GFLOPS   13|13     GB/s)
*** AMD       71 r_16_320                                       arg  2 mem  18.05 GB tm     11.80us/     5.12ms (      1 GFLOPS    2|2      GB/s)
*** AMD       72 E_40_32_4                                      arg  4 mem  18.05 GB tm      6.08us/     5.13ms (      8 GFLOPS    8|9      GB/s)
*** AMD       73 r_8_32_4_20_4_2_32                             arg  5 mem  18.05 GB tm    659.04us/     5.79ms (     84 GFLOPS    5|21     GB/s)
*** AMD       74 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.05 GB tm     66.36us/     5.85ms (   2498 GFLOPS  223|1408   GB/s)
*** AMD       75 r_8_16_8                                       arg  2 mem  18.05 GB tm      6.68us/     5.86ms (      1 GFLOPS    1|2      GB/s)
*** AMD       76 r_40_16_8                                      arg  2 mem  18.05 GB tm      6.40us/     5.87ms (      4 GFLOPS    3|10     GB/s)
*** AMD       77 r_8_8_16_2_20_2_2_2_32                         arg  9 mem  18.05 GB tm    223.08us/     6.09ms (    447 GFLOPS   20|219    GB/s)
*** AMD       78 E_5_2_2_16_4_4                                 arg  5 mem  18.05 GB tm     12.76us/     6.10ms (     10 GFLOPS    5|10     GB/s)
*** AMD       79 r_40_(start_pos+1)_16_8                        arg  3 mem  18.05 GB tm      8.60us/     6.11ms (      5 GFLOPS    8|20     GB/s)
*** AMD       80 r_5_2_4_(start_pos+1)                          arg  2 mem  18.05 GB tm      6.72us/     6.12ms (      0 GFLOPS    0|0      GB/s)
*** AMD       81 r_5_2_4_(start_pos+1)n1                        arg  3 mem  18.05 GB tm      7.20us/     6.13ms (      0 GFLOPS    0|0      GB/s)
*** AMD       82 E_5_(start_pos+1)_2_4                          arg  4 mem  18.05 GB tm      6.64us/     6.13ms (      0 GFLOPS    0|0      GB/s)
*** AMD       83 r_5_2_8_16_4_(start_pos+1)                     arg  3 mem  18.05 GB tm      6.68us/     6.14ms (      3 GFLOPS    9|9      GB/s)
*** AMD       84 q4k_gemv_partial_5120_5120_1                   arg  3 mem  18.05 GB tm     65.48us/     6.20ms (   2532 GFLOPS  226|1427   GB/s)
*** AMD       85 r_16_320n1                                     arg  3 mem  18.05 GB tm     12.48us/     6.22ms (      1 GFLOPS    3|3      GB/s)
