AMDDevice: opening 0 with target (11, 0, 0) arch gfx1100
opened device AMD from pid:28193
opened device DISK:/home/ubuntu/models/Qwen3-14B-Q4_K_M.gguf from pid:28193
*** AMD        1 copy    8.38 GB,     AMD <- DISK:/h            arg  2 mem   9.00 GB tm   4873.56ms/  4873.56ms (      0 GFLOPS    2|2      GB/s)
opened device PYTHON from pid:28193
scheduled     2 kernels in    12.64 ms | CACHE MISS 6ad19580 |   29292 uops in cache | <frozen runpy>:88
*** AMD     1766 E_2n3                                          arg  2 mem  18.07 GB tm      5.92us/  9292.79ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1767 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9292.80ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1768 E_2n4                                          arg  2 mem  18.07 GB tm      5.96us/  9292.80ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1769 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9292.81ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1770 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9292.81ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1771 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9292.82ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1772 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9292.83ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1773 E_2n2                                          arg  2 mem  18.07 GB tm      6.04us/  9292.83ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1774 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9292.84ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1775 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9292.84ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1776 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9292.85ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1777 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9292.86ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1778 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9292.86ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1779 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9292.87ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1780 E_2n3                                          arg  2 mem  18.07 GB tm      6.12us/  9292.87ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1781 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9292.88ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1782 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9292.89ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1783 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9292.89ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1784 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9292.90ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1785 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9292.90ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1786 E_2n3                                          arg  2 mem  18.07 GB tm      6.00us/  9292.91ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1787 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9292.92ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1788 E_2n1                                          arg  2 mem  18.07 GB tm      5.88us/  9292.92ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1789 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9292.93ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1790 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9292.93ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1791 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9292.94ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1792 E_2n1                                          arg  2 mem  18.07 GB tm      5.88us/  9292.95ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1793 E_2n2                                          arg  2 mem  18.07 GB tm      6.00us/  9292.95ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1794 E_2n3                                          arg  2 mem  18.07 GB tm      5.92us/  9292.96ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1795 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9292.96ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1796 E_2n4                                          arg  2 mem  18.07 GB tm      6.04us/  9292.97ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1797 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9292.98ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1798 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9292.98ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1799 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9292.99ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1800 E_2n3                                          arg  2 mem  18.07 GB tm      5.92us/  9292.99ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1801 E_2n2                                          arg  2 mem  18.07 GB tm      5.84us/  9293.00ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1802 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.00ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1803 E_2n2                                          arg  2 mem  18.07 GB tm      6.00us/  9293.01ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1804 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.02ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1805 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.02ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1806 E_2n1                                          arg  2 mem  18.07 GB tm      5.84us/  9293.03ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1807 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.03ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1808 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.04ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1809 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.05ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1810 E_2n4                                          arg  2 mem  18.07 GB tm      6.00us/  9293.05ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1811 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.06ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1812 E_2n4                                          arg  2 mem  18.07 GB tm      5.88us/  9293.06ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1813 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.07ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1814 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.08ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1815 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.08ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1816 E_2n1                                          arg  2 mem  18.07 GB tm      5.88us/  9293.09ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1817 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.09ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1818 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.10ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1819 E_2n2                                          arg  2 mem  18.07 GB tm      6.00us/  9293.11ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1820 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9293.11ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1821 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.12ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1822 E_2n3                                          arg  2 mem  18.07 GB tm      5.92us/  9293.12ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1823 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.13ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1824 E_2n4                                          arg  2 mem  18.07 GB tm      5.96us/  9293.14ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1825 E_2n2                                          arg  2 mem  18.07 GB tm      5.84us/  9293.14ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1826 E_2n4                                          arg  2 mem  18.07 GB tm      5.88us/  9293.15ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1827 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.15ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1828 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.16ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1829 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.16ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1830 E_2n1                                          arg  2 mem  18.07 GB tm      5.84us/  9293.17ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1831 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.18ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1832 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.18ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1833 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.19ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1834 E_2n1                                          arg  2 mem  18.07 GB tm      6.00us/  9293.19ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1835 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.20ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1836 E_2n3                                          arg  2 mem  18.07 GB tm      5.92us/  9293.21ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1837 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.21ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1838 E_2n4                                          arg  2 mem  18.07 GB tm      6.00us/  9293.22ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1839 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.22ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1840 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9293.23ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1841 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.24ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1842 E_2n3                                          arg  2 mem  18.07 GB tm      5.88us/  9293.24ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1843 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.25ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1844 E_2n1                                          arg  2 mem  18.07 GB tm      6.00us/  9293.25ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1845 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.26ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1846 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.27ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1847 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.27ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1848 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9293.28ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1849 E_2n2                                          arg  2 mem  18.07 GB tm      5.84us/  9293.28ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1850 E_2n3                                          arg  2 mem  18.07 GB tm      5.92us/  9293.29ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1851 E_2n2                                          arg  2 mem  18.07 GB tm      6.00us/  9293.30ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1852 E_2n4                                          arg  2 mem  18.07 GB tm      6.00us/  9293.30ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1853 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.31ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1854 E_2n4                                          arg  2 mem  18.07 GB tm      5.88us/  9293.31ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1855 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.32ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1856 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.32ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1857 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.33ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1858 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9293.34ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1859 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.34ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1860 E_2n1                                          arg  2 mem  18.07 GB tm      5.88us/  9293.35ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1861 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.35ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1862 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9293.36ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1863 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.37ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1864 E_2n3                                          arg  2 mem  18.07 GB tm      5.88us/  9293.37ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1865 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.38ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1866 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9293.38ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1867 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.39ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1868 E_2n4                                          arg  2 mem  18.07 GB tm      5.96us/  9293.40ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1869 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.40ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1870 E_2n3                                          arg  2 mem  18.07 GB tm      5.92us/  9293.41ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1871 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.41ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1872 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9293.42ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1873 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.43ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1874 E_2n1                                          arg  2 mem  18.07 GB tm      5.88us/  9293.43ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1875 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.44ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1876 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.44ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1877 E_2n2                                          arg  2 mem  18.07 GB tm      6.00us/  9293.45ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1878 E_2n3                                          arg  2 mem  18.07 GB tm      5.84us/  9293.46ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1879 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.46ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1880 E_2n4                                          arg  2 mem  18.07 GB tm      6.00us/  9293.47ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1881 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.47ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1882 E_2n4                                          arg  2 mem  18.07 GB tm      5.96us/  9293.48ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1883 E_2n2                                          arg  2 mem  18.07 GB tm      5.84us/  9293.48ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1884 E_2n3                                          arg  2 mem  18.07 GB tm      6.04us/  9293.49ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1885 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.50ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1886 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.50ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1887 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.51ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1888 E_2n1                                          arg  2 mem  18.07 GB tm      5.88us/  9293.51ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1889 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.52ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1890 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.53ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1891 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.53ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1892 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.54ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1893 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.54ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1894 E_2n4                                          arg  2 mem  18.07 GB tm      5.96us/  9293.55ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1895 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.56ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1896 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9293.56ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1897 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.57ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1898 E_2n3                                          arg  2 mem  18.07 GB tm      5.88us/  9293.57ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1899 E_2n2                                          arg  2 mem  18.07 GB tm      6.08us/  9293.58ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1900 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9293.59ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1901 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.59ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1902 E_2n1                                          arg  2 mem  18.07 GB tm      5.88us/  9293.60ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1903 E_2n2                                          arg  2 mem  18.07 GB tm      5.84us/  9293.60ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1904 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.61ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1905 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.61ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1906 E_2n3                                          arg  2 mem  18.07 GB tm      5.92us/  9293.62ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1907 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.63ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1908 E_2n4                                          arg  2 mem  18.07 GB tm      5.88us/  9293.63ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1909 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.64ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1910 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9293.64ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1911 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.65ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1912 E_2n3                                          arg  2 mem  18.07 GB tm      5.88us/  9293.66ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1913 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.66ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1914 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.67ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1915 E_2n2                                          arg  2 mem  18.07 GB tm      6.00us/  9293.67ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1916 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9293.68ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1917 E_2n2                                          arg  2 mem  18.07 GB tm      6.00us/  9293.69ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1918 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.69ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1919 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.70ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1920 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.70ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1921 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.71ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1922 E_2n4                                          arg  2 mem  18.07 GB tm      5.96us/  9293.72ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1923 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.72ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1924 E_2n4                                          arg  2 mem  18.07 GB tm      5.96us/  9293.73ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1925 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.73ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1926 E_2n3                                          arg  2 mem  18.07 GB tm      5.84us/  9293.74ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1927 E_2n2                                          arg  2 mem  18.07 GB tm      5.84us/  9293.74ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1928 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.75ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1929 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.76ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1930 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9293.76ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1931 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.77ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1932 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9293.77ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1933 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.78ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1934 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.79ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1935 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.79ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1936 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9293.80ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1937 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.80ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1938 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9293.81ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1939 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.82ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1940 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.82ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1941 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.83ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1942 E_2n1                                          arg  2 mem  18.07 GB tm      5.92us/  9293.83ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1943 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.84ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1944 E_2n1                                          arg  2 mem  18.07 GB tm      6.00us/  9293.85ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1945 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.85ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1946 E_2n1                                          arg  2 mem  18.07 GB tm      5.88us/  9293.86ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1947 E_2n2                                          arg  2 mem  18.07 GB tm      6.00us/  9293.86ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1948 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.87ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1949 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.88ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1950 E_2n4                                          arg  2 mem  18.07 GB tm      5.88us/  9293.88ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1951 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.89ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1952 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9293.89ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1953 E_2n2                                          arg  2 mem  18.07 GB tm      5.88us/  9293.90ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1954 E_2n3                                          arg  2 mem  18.07 GB tm      6.00us/  9293.91ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1955 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.91ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1956 E_2n1                                          arg  2 mem  18.07 GB tm      5.88us/  9293.92ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1957 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.92ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1958 E_2n1                                          arg  2 mem  18.07 GB tm      5.96us/  9293.93ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1959 E_2n2                                          arg  2 mem  18.07 GB tm      5.92us/  9293.93ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1960 E_2n1                                          arg  2 mem  18.07 GB tm      5.88us/  9293.94ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1961 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.95ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1962 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.95ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1963 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.96ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1964 E_2n4                                          arg  2 mem  18.07 GB tm      6.08us/  9293.96ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1965 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.97ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1966 E_2n4                                          arg  2 mem  18.07 GB tm      5.92us/  9293.98ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1967 E_2n2                                          arg  2 mem  18.07 GB tm      5.96us/  9293.98ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1968 E_2n3                                          arg  2 mem  18.07 GB tm      5.96us/  9293.99ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1969 E_2n2                                          arg  2 mem  18.07 GB tm      5.84us/  9293.99ms (      0 GFLOPS    0|0      GB/s)
*** AMD     1970 E_2n5                                          arg  2 mem  18.07 GB tm      5.96us/  9294.00ms (      0 GFLOPS    0|0      GB/s)
